,all,BaoYan,CuKeng,FanFan,FuBuEr,MeiLuo,MeiYou,NanShi,QingShui,SongLuo,SanGuang,TianGou,TuChang
1446,['Erigeron annuus'],0,0,0,0,0,0,1,0,0,1,1,0
1447,['Yashmakia suffusa'],0,1,1,0,0,0,0,0,0,0,0,1
1448,['Campsosternus'],0,0,1,0,0,0,1,0,0,1,0,0
1449,['Epilachninae'],0,0,0,0,0,0,1,0,0,1,0,1
1450,['Rhododendron indicum'],0,0,0,0,0,0,1,0,0,1,1,0
1451,['Digitalis purpurea'],0,0,0,0,0,0,0,0,0,0,1,0
1452,['Arisaema'],0,0,1,0,0,0,1,0,0,0,1,1
1453,['Senecio nemorensis dentatus'],0,0,1,0,0,1,1,0,0,1,1,0
1454,['Dorcus miwai'],0,0,1,0,0,0,1,0,0,0,1,0
1455,['Hemipyxis quadripustulata'],0,0,0,0,0,0,1,0,0,0,0,0
1456,['Caridina'],0,1,0,0,0,0,0,0,0,0,0,0
1457,['Polygonia c-aureum lunulata'],0,0,0,0,0,0,1,0,0,0,1,0
1458,['Volucella trifasciata'],0,1,0,0,0,0,0,0,0,0,0,0
1459,['Deroceras laeve'],0,1,0,0,0,0,0,0,0,1,0,0
1460,['Papilionoidea'],0,1,1,0,0,0,1,0,0,0,1,0
1461,['Sciaridae'],0,1,0,0,0,0,0,0,0,0,0,0
1462,['Pleocnemia cumingiana'],0,1,0,0,0,0,1,0,0,0,0,0
1463,['Spilornis cheela hoya'],0,1,0,0,0,0,1,0,0,0,0,0
1464,['Treron sieboldii'],0,0,0,0,0,0,1,0,0,0,0,0
1465,['Hebomoia glaucippe'],0,1,0,0,0,0,1,0,0,0,1,0
1466,['Mycalesis'],0,1,0,0,0,0,1,0,0,0,0,0
1467,['Melogale subaurantiaca'],0,0,0,0,0,0,1,0,0,0,0,0
1468,['Elymnias hypermnestra hainana'],0,0,0,0,0,0,1,0,0,0,0,0
1469,['Adiantum capillus-veneris'],0,0,0,0,0,0,1,0,0,0,0,0
1470,['Motacilla alba leucopsis'],0,1,0,0,0,0,1,0,0,1,0,0
1471,['Cyana sanguinea'],0,0,0,0,0,0,1,0,1,0,0,0
1472,['Begonia cucullata'],0,1,0,0,0,0,1,0,0,0,0,0
1473,['Bauhinia variegata'],0,0,0,0,0,0,1,0,0,0,0,0
1474,['Euproctis taiwana'],0,0,0,0,0,0,1,1,1,0,1,1
1475,['Bombax ceiba'],0,1,0,0,0,0,1,0,0,0,0,0
1476,['Dalader formosanus'],0,0,0,0,0,0,1,0,0,0,0,0
1477,['Rhinogobius candidianus'],0,1,0,0,0,0,1,1,1,1,0,0
1478,['Bowie yaeyamensis'],0,1,0,0,0,0,0,0,0,0,0,0
1479,['Millettia pachycarpa'],0,0,1,0,0,0,1,0,1,1,0,0
1480,['Dysdercus cingulatus'],0,0,0,0,0,0,0,1,0,0,0,0
1481,['Cyrestis thyodamas'],0,1,0,0,0,0,1,0,1,1,0,0
1482,['Hemadius oenochrous'],0,0,1,0,0,0,0,0,0,0,0,0
1483,['Papilio bianor'],0,0,0,0,0,0,1,0,1,1,0,0
1484,['Megachile rufovittata'],0,1,0,0,0,0,1,0,0,0,0,0
1485,['Tettigoniidea'],0,1,1,0,0,0,1,1,0,0,0,0
1486,['Galerucini'],0,0,0,0,0,0,1,0,0,0,0,0
1487,['Serrodes campana'],0,0,0,0,0,0,1,0,0,0,0,0
1488,['Tiracola aureata'],0,1,0,0,0,0,1,0,0,1,0,0
1489,['Asota heliconia'],0,1,0,0,0,0,1,0,1,1,0,1
1490,['Pisauridae'],0,1,0,0,0,0,1,0,0,0,0,1
1491,['Spirobolus formosae'],0,1,0,0,0,0,1,1,1,1,0,1
1492,['Macrobrochis gigas'],0,1,1,0,0,0,1,1,1,1,0,1
1493,['Euploea mulciber barsine'],0,1,0,0,0,0,1,0,0,1,0,0
1494,['Tonkinacridina'],0,0,0,0,0,0,1,0,0,0,0,0
1495,['Thlaspida biramosa'],0,0,0,0,0,0,1,0,0,0,0,0
1496,['Rhabdoblatta takahashii'],0,0,0,0,0,0,1,0,0,0,0,0
1497,['Persicaria'],0,1,1,0,0,0,1,1,1,1,1,0
1498,['Ilex formosana'],0,0,0,0,0,0,1,0,0,0,0,0
1499,['Eucriotettix'],0,1,0,0,0,0,1,1,0,1,0,0
1500,['Apiales'],0,0,1,1,0,0,1,0,0,0,0,0
1501,['Centrotinae'],0,0,0,0,0,0,1,0,0,0,0,0
1502,['Delias pasithoe'],0,0,0,0,0,0,1,0,0,1,0,0
1503,['Somena scintillans'],0,1,0,0,0,0,1,0,0,1,0,1
1504,['Anomala expansa'],0,1,0,0,0,0,1,0,0,0,0,0
1505,['Scolopendromorpha'],0,0,0,0,0,0,1,0,0,1,0,0
1506,['Dicrurus macrocercus'],0,1,0,0,0,0,1,0,1,0,0,0
1507,['Enidae'],0,0,0,0,0,0,1,0,0,0,0,0
1508,['Nostoc commune'],0,1,0,0,0,0,1,0,0,0,0,0
1509,['Tetradium ruticarpum'],0,1,1,0,0,0,0,0,0,1,1,1
1510,['Fatsia polycarpa'],0,0,1,1,0,1,1,0,1,1,1,1
1511,['Selaginella moellendorffii'],0,1,1,0,0,0,1,0,1,1,1,0
1512,['Goliathini'],0,0,0,0,0,0,0,0,0,1,0,0
1513,['Arcte coerula'],0,1,0,0,0,0,1,0,1,1,0,1
1514,['Cheilanthes chusana'],0,0,0,0,0,0,0,0,0,1,0,0
1515,['Pyrrosia polydactylos'],0,0,0,0,0,0,0,0,0,1,0,0
1516,['Spiraea prunifolia'],0,0,0,0,0,0,0,0,0,1,0,0
1517,['Campylotropis macrocarpa giraldii'],0,0,0,0,0,0,0,0,0,1,0,0
1518,['Tetrapanax papyrifer'],0,1,1,0,0,0,1,1,1,1,0,1
1519,['Neanotis formosana'],0,0,1,0,0,0,1,0,0,1,1,1
1520,['Noctuinae'],0,0,0,0,0,0,1,0,0,0,0,1
1521,['Diploderma'],0,1,1,0,0,0,1,0,1,1,0,0
1522,['Areas galactina formosana'],0,1,0,0,0,0,0,0,0,0,0,1
1523,['Bryophyta'],0,1,1,1,0,0,1,1,1,0,1,1
1524,['Eurya glaberrima'],0,0,0,0,0,0,0,0,0,0,1,1
1525,['Trichosanthes rosthornii'],0,0,1,0,0,0,0,0,0,0,1,0
1526,['Hypericum taihezanense'],0,0,0,0,0,0,0,0,0,1,1,0
1527,['Anaphalis morrisonicola'],0,0,0,0,0,0,0,0,0,0,1,0
1528,['Ophiopogon intermedius'],0,0,1,0,0,1,0,0,0,0,1,0
1529,['Toxicodendron orientale'],0,0,1,1,0,0,0,0,0,1,1,1
1530,['Phyllothelys werneri'],0,0,0,0,0,0,1,0,0,1,0,0
1531,['Lindernia rotundifolia'],0,0,0,0,0,0,1,0,0,0,0,0
1532,['Neptis nata'],0,0,0,0,0,0,1,0,1,1,0,0
1533,['Rubus croceacanthus croceacanthus'],0,1,1,0,0,0,1,0,1,0,1,0
1534,['Notoseris melanantha'],0,0,1,0,0,0,0,0,0,0,1,0
1535,['Astilbe longicarpa'],0,1,1,0,0,0,1,0,0,1,1,1
1536,['Sikkimia tsoui'],0,0,0,0,0,0,0,0,0,0,1,0
1537,['Callistethus formosanus'],0,0,0,0,0,0,0,0,0,0,1,0
1538,['Mitrastemon yamamotoi yamamotoi'],0,0,0,0,0,0,0,0,1,0,0,0
1539,['Tanna ornatipennis'],0,0,1,0,0,0,0,0,0,0,1,0
1540,['Ennominae'],0,1,1,0,0,1,1,1,0,0,1,0
1541,['Andocamaria'],0,1,0,0,0,0,0,0,0,1,0,0
1542,['Lagerstroemia speciosa'],0,0,0,0,0,0,1,0,0,0,0,0
1543,['Clavaria zollingeri'],0,0,0,0,0,0,1,0,0,0,0,0
1544,['Aeginetia indica'],0,1,0,0,0,0,1,0,0,0,0,0
1545,['Periplaneta australasiae'],0,0,0,0,0,0,1,0,0,1,0,1
1546,['Juliformia'],0,0,0,0,0,0,1,0,0,1,0,1
1547,['Scutigeridae'],0,0,0,0,0,0,0,0,0,1,0,1
1548,['Platypleura takasagona'],0,0,0,0,0,0,0,1,0,1,0,1
1549,['Statilia maculata'],0,1,0,0,0,0,1,1,0,1,0,1
1550,['Cirsium suzukii'],0,0,0,0,0,0,0,0,0,1,1,0
1551,['Spiraea formosana'],0,0,0,0,0,0,0,0,0,0,1,1
1552,['Graphium sarpedon connectens'],0,1,0,0,0,0,1,0,0,1,0,0
1553,['Musa itinerans'],0,0,1,0,0,0,1,0,0,0,0,1
1554,['Sphaerostephanos taiwanensis'],0,1,0,0,0,0,1,0,1,0,0,1
1555,['Cinnamomum camphora'],0,0,1,0,0,0,1,0,0,0,0,1
1556,['Miscanthus'],0,0,1,1,0,0,0,0,1,0,0,1
1557,['Ctenitis subglandulosa'],0,1,0,0,0,0,1,0,1,0,0,1
1558,['Diplazium esculentum'],0,0,0,0,0,0,1,0,0,0,0,1
1559,['Clerodendrum trichotomum'],0,0,1,1,0,0,1,0,0,1,1,1
1560,['Rubus taitoensis'],0,0,0,0,0,0,0,0,0,0,1,0
1561,['Ectinohoplia yoi'],0,0,0,0,0,0,0,0,0,0,1,0
1562,['Melanoplinae'],0,0,0,0,0,0,0,0,0,1,1,0
1563,['Thereuonema tuberculata'],0,0,0,0,0,0,0,0,0,1,0,1
1564,['Cunninghamia'],0,0,1,0,0,0,1,0,0,0,1,1
1565,['Daphnis nerii'],0,1,0,0,0,0,0,0,0,0,0,0
1566,['Hypothymis azurea'],0,1,0,0,0,0,1,0,0,0,0,0
1567,['Diphasiastrum complanatum'],0,0,0,0,0,0,0,0,0,1,1,0
1568,['Adinandra formosana'],0,1,0,0,0,0,1,0,1,1,0,0
1569,['Cinnamomum subavenium'],0,0,1,1,0,0,1,0,0,1,0,0
1570,['Smilax china'],0,1,0,0,0,0,1,1,1,0,0,0
1571,['Smilax hayatae'],0,0,0,0,0,0,1,0,0,0,0,0
1572,['Plagiogyria falcata'],0,1,1,0,0,0,1,0,1,1,0,0
1573,['Itea parviflora'],0,0,1,1,0,0,1,0,1,1,0,1
1574,['Stauntonia obovatifoliola'],0,1,1,1,0,1,1,0,1,1,0,0
1575,['Syzygium elliptifolium'],0,0,0,0,0,0,1,1,1,0,0,0
1576,['Myrsine seguinii'],0,0,0,0,0,0,1,0,1,1,0,0
1577,['Quercus longinux'],0,0,1,1,0,0,1,0,1,1,0,1
1578,['Plagiogyria euphlebia'],0,0,1,1,0,0,1,0,1,0,1,1
1579,['Diospyros morrisiana'],0,1,0,0,0,0,1,0,1,0,0,0
1580,['Diplazium latifrons'],0,0,0,0,0,0,1,0,0,0,0,0
1581,['Lithocarpus brevicaudatus'],0,1,1,0,0,0,1,0,1,1,0,0
1582,['Plagiogyria adnata'],0,1,0,0,0,0,1,0,0,0,0,0
1583,['Dennstaedtia zeylanica'],0,1,0,0,0,0,1,0,0,0,1,0
1584,['Psidium cattleyanum'],0,0,0,0,0,0,1,0,0,0,0,0
1585,['Acridotheres javanicus'],0,1,0,0,0,0,1,1,0,0,0,0
1586,['Pomponia yayeyamana'],0,1,1,0,0,0,1,0,0,1,0,0
1587,['Melanitis phedima'],0,1,0,0,0,0,1,0,0,1,0,0
1588,['Chalcosia thaivana'],0,1,0,0,0,0,1,0,0,0,0,0
1589,['Campsosternus watanabei'],0,0,1,0,0,0,1,0,1,1,0,0
1590,['Prosaptia formosana'],0,0,0,0,0,0,1,0,0,0,0,0
1591,['Conocephalus'],0,1,0,0,0,0,1,0,0,0,1,0
1592,['Lucilia'],0,1,0,0,0,0,0,0,0,0,0,0
1593,['Hyblaea firmamentum'],0,1,0,0,0,0,1,0,1,0,0,0
1594,['Creatonotos transiens vacillans'],0,1,0,0,0,0,0,0,0,0,0,0
1595,['Xenohammus nebulosus'],0,0,0,0,0,0,1,0,0,0,0,0
1596,['Prodromus clypeatus'],0,0,0,0,0,0,1,0,0,0,0,0
1597,['Eterusia aedea'],0,1,0,0,0,0,1,0,0,0,0,0
1598,['Cyclophoridae'],0,0,0,0,0,0,1,0,0,0,0,0
1599,['Glomeridae'],0,0,0,0,0,0,1,0,0,0,0,0
1600,['Setora postornata'],0,1,0,0,0,0,1,0,0,1,0,0
1601,['Pleurozia'],0,0,0,0,0,0,0,0,0,0,1,0
1602,['Candidia barbata'],0,1,0,0,0,0,0,0,0,0,0,0
1603,['Agrius convolvuli'],0,1,0,0,0,0,1,0,0,0,0,0
1604,['Dalpada maculata'],0,1,0,0,0,0,1,0,0,1,0,0
1605,['Phaneroptera nigro-antennata'],0,1,0,0,0,0,1,0,0,1,0,0
1606,['Mycetina'],0,0,0,0,0,0,1,0,0,0,0,0
1607,['Cryptalaus larvatus larvatus'],0,1,0,0,0,0,1,0,0,0,0,0
1608,['Alloneda osawai'],0,0,0,0,0,0,1,0,0,0,0,0
1609,['Vernicia montana'],0,1,1,0,0,0,1,0,1,0,0,0
1610,['Erythrodes chinensis'],0,1,1,0,0,0,1,0,1,0,0,0
1611,['Exsula dentatrix albomaculata'],0,0,0,0,0,0,1,0,1,0,0,1
1612,['Heterostemma brownii'],0,0,0,0,0,0,1,1,1,0,0,0
1613,['Alpinia kusshakuensis'],0,0,0,0,0,0,0,0,1,0,0,0
1614,['Sphenophorina'],0,0,0,0,0,0,1,0,1,0,0,0
1615,['Bombus bicoloratus'],0,1,0,0,0,0,0,1,1,0,0,0
1616,['Corydalis balansae'],0,1,1,0,0,1,1,0,1,1,0,0
1617,['Leucauge blanda'],0,1,0,0,0,0,0,0,1,0,0,0
1618,['Tettigonioidea'],0,0,0,0,0,0,1,0,1,0,0,0
1619,['Psechrus clavis'],0,0,0,0,0,0,0,0,1,0,0,0
1620,['Cylapinae'],0,1,0,0,0,0,1,0,0,0,0,0
1621,['Catoria sublavaria'],0,0,0,0,0,0,1,0,0,0,0,0
1622,['Eucosmetus formosus'],0,0,0,0,0,0,1,0,1,0,0,0
1623,['Paraboea swinhoei'],0,0,0,0,0,0,0,0,0,1,0,0
1624,['Leucaena leucocephala'],0,1,0,1,0,0,1,0,0,1,0,0
1625,['Arisaema taiwanense taiwanense'],0,0,1,0,0,0,0,0,0,0,0,0
1626,['Cyperus eragrostis'],0,1,1,0,0,0,1,0,0,0,0,0
1627,['Gelsemium sempervirens'],0,0,0,0,0,0,1,0,0,0,0,0
1628,['Ficus virgata'],0,0,1,0,0,0,1,0,1,0,0,0
1629,['Molineria capitulata'],0,0,1,0,0,0,1,0,0,0,0,0
1630,['Cordia dichotoma'],0,0,1,0,0,0,1,0,0,0,0,0
1631,['Pteris ensiformis'],0,1,0,0,0,0,1,0,0,0,0,0
1632,['Deparia lancea'],0,0,0,0,0,0,1,0,0,0,0,0
1633,['Urena procumbens'],0,1,0,0,0,0,1,0,0,0,0,0
1634,['Anodendron benthamianum'],0,0,1,0,0,0,1,0,1,0,0,0
1635,['Odontosoria chinensis'],0,1,1,0,0,0,1,0,0,1,0,0
1636,['Arundo formosana'],0,0,0,1,0,0,1,0,0,0,0,0
1637,['Onychium japonicum'],0,0,0,0,0,0,1,0,0,1,0,0
1638,['Spilarctia subcarnea'],0,0,0,0,0,0,1,0,0,0,0,1
1639,['Phraortes'],0,1,1,0,0,0,1,0,1,1,0,0
1640,['Mictini'],0,0,0,0,0,0,1,0,1,1,0,0
1641,['Chrysomelidae'],0,1,1,0,0,0,1,0,1,1,0,0
1642,['Strepsinoma croesusalis'],0,0,0,0,0,0,1,0,0,0,0,0
1643,['Elateroidea'],0,1,1,0,0,0,1,1,0,1,0,1
1644,['Floridasura tricolor'],0,1,0,0,0,0,1,0,0,0,0,0
1645,['Acherontia lachesis'],0,1,0,0,0,0,1,0,0,0,0,1
1646,['Spilarctia wilemani'],0,0,0,0,0,0,1,0,0,0,0,0
1647,['Cyclosa'],0,1,0,0,0,0,1,0,0,1,0,0
1648,['Marsdenia tinctoria'],0,0,0,0,0,0,1,0,1,0,0,0
1649,['Luperini'],0,0,0,0,0,0,1,0,0,0,0,1
1650,['Bibasis jaina formosana'],0,0,0,0,0,0,1,0,0,1,0,0
1651,['Cazira verrucosa'],0,0,0,0,0,0,1,0,0,1,0,0
1652,['Nyctemera formosana'],0,0,0,0,0,0,1,0,0,0,0,1
1653,['Philagra'],0,0,0,0,0,0,1,0,0,0,0,0
1654,['Eumelea ludovicata'],0,1,1,0,0,0,1,0,1,0,1,0
1655,['Nidulariaceae'],0,0,1,0,0,0,0,0,0,0,0,0
1656,['Sinictinogomphus clavatus'],0,1,0,0,0,0,0,0,0,0,0,0
1657,['Rhyothemis severini'],0,1,0,0,0,0,0,0,0,0,0,0
1658,['Symbrenthia lilaea formosanus'],0,1,0,0,0,0,1,0,0,1,0,1
1659,['Commelinoideae'],0,0,0,0,0,0,1,0,0,0,0,0
1660,['Sida'],0,1,0,0,0,0,1,0,1,0,0,0
1661,['Marsdenia formosana'],0,0,1,0,0,0,1,0,1,1,0,1
1662,['Chloranthus oldhamii'],0,0,0,0,0,0,1,0,0,0,0,0
1663,['Asteraceae'],0,1,1,0,0,0,1,1,1,1,0,0
1664,['Clematis leschenaultiana'],0,0,1,0,0,0,1,1,0,1,0,1
1665,['Liliales'],0,0,0,0,0,0,1,0,0,0,0,0
1666,['Leptochilus ellipticus'],0,0,0,0,0,0,1,0,0,1,0,1
1667,['Stephania'],0,0,0,0,0,0,1,0,0,0,0,1
1668,['Tetradium glabrifolium'],0,0,1,0,0,0,1,0,0,1,1,1
1669,['Woodwardia orientalis'],0,0,0,0,0,0,1,0,0,0,0,0
1670,['Coreoidea'],0,0,0,0,0,0,1,0,0,0,0,0
1671,['Euricania ocellus'],0,1,0,0,0,0,1,0,1,1,0,1
1672,['Goodyera rubicunda'],0,0,0,0,0,0,1,0,0,1,0,0
1673,['Baccha'],0,0,0,0,0,0,1,0,0,0,0,0
1674,['Bombyx mandarina'],0,0,0,0,0,0,1,0,0,0,0,0
1675,['Ptocasius strupifer'],0,1,1,0,0,0,1,1,1,1,0,1
1676,['Parasteatoda'],0,0,0,0,0,0,1,0,0,0,0,0
1677,['Acanthocoris'],0,1,0,0,0,0,1,0,0,1,0,0
1678,['Eria scabrilinguis'],0,0,0,0,0,0,1,0,0,1,0,1
1679,['Hamadruas'],0,0,0,0,0,0,1,0,0,0,0,0
1680,['Chadisra bipartita'],0,0,0,0,0,0,1,0,1,0,0,0
1681,['Marchantia emarginata'],0,0,0,0,0,0,1,0,0,1,0,0
1682,['Pingasa ruginaria pacifica'],0,0,1,0,0,0,1,0,0,0,0,0
1683,['Mucuna macrocarpa'],0,1,0,1,0,0,1,1,1,1,0,0
1684,['Cardiodactylus guttulus'],0,0,0,0,0,0,1,0,0,0,0,0
1685,['Leptogomphus sauteri formosanus'],0,1,0,0,0,0,1,0,0,0,0,0
1686,['Musa itinerans formosana'],0,1,0,0,0,0,1,0,0,0,0,1
1687,['Apriona rugicollis'],0,1,0,0,0,0,1,0,0,0,0,0
1688,['Lyriothemis flava'],0,1,0,0,0,0,1,0,0,1,0,0
1689,['Parthenocissus tricuspidata'],0,0,0,0,0,0,1,0,0,1,0,0
1690,['Leptodialepis nicevillei'],0,0,0,0,0,0,1,0,0,0,0,0
1691,['Tonga westwoodi'],0,1,0,0,0,0,1,1,1,0,0,0
1692,['Phaneropterinae'],0,1,1,1,0,0,1,0,0,1,0,0
1693,['Maclura cochinchinensis'],0,0,0,0,0,0,1,0,1,0,0,0
1694,['Pyrocoelia'],0,1,1,0,0,0,1,0,0,0,0,0
1695,['Cyana hamata'],0,1,0,0,0,0,1,0,0,1,0,0
1696,['Corymica deducta'],0,1,0,0,0,0,1,0,0,0,0,0
1697,['Gnathopalystes taiwanensis'],0,0,0,0,0,0,1,0,0,0,0,0
1698,['Menophra anaplagiata'],0,0,1,0,0,0,0,0,0,1,0,1
1699,['Takydromus kuehnei'],0,1,0,0,0,0,1,0,0,1,0,0
1700,['Symbrenthia brabira'],0,1,0,0,0,0,1,0,0,1,0,1
1701,['Silbomyia cyanea'],0,0,0,0,0,0,1,0,1,0,0,0
1702,['Pteris semipinnata'],0,1,0,0,0,0,1,0,0,0,0,0
1703,['Dioscorea bulbifera'],0,1,0,0,0,0,1,1,1,0,0,0
1704,['Onthophagini'],0,0,0,0,0,0,0,0,0,0,0,1
1705,['Cirrhochrista bracteolalis'],0,0,0,0,0,0,1,0,0,0,0,0
1706,['Lasianthus formosensis'],0,1,0,0,0,0,1,0,0,0,0,0
1707,['Microlepia nepalensis'],0,1,0,0,0,0,1,1,0,0,0,0
1708,['Hypena'],0,0,1,0,0,0,1,0,0,1,0,0
1709,['Cyclocodon lancifolius'],0,0,0,0,0,0,1,0,1,0,0,0
1710,['Alampla arcifraga'],0,0,0,0,0,0,1,0,0,1,0,1
1711,['Gentiana davidii formosana'],0,0,1,0,0,0,0,0,0,1,1,0
1712,['Macrothelypteris torresiana'],0,1,0,0,0,0,1,0,1,0,0,1
1713,['Aspleniinae'],0,1,0,0,0,0,1,0,0,0,0,0
1714,['Olene dudgeoni'],0,1,0,0,0,0,1,0,0,1,0,0
1715,['Eriocaulon'],0,1,0,0,0,0,0,0,0,0,0,0
1716,['Duolandrevus coulonianus'],0,1,1,0,0,0,1,0,0,1,0,0
1717,['Metriorrhynchinae'],0,1,0,0,0,0,1,0,1,0,0,0
1718,['Satsuma luteolella'],0,1,0,0,0,0,0,0,0,0,0,0
1719,['Eriocaulaceae'],0,1,0,0,0,0,0,0,0,0,0,0
1720,['Alismataceae'],0,1,0,0,0,0,0,0,0,0,0,0
1721,['Pollia'],0,0,0,0,0,0,1,0,0,0,0,0
1722,['Entoria'],0,1,1,0,0,0,1,0,0,1,0,0
1723,['Xylocopa tranquebarorum'],0,1,0,0,0,0,1,0,0,0,0,0
1724,['Thladiantha punctata'],0,0,1,0,0,0,0,0,0,1,0,0
1725,['Solanum betaceum'],0,0,0,0,0,0,0,0,0,1,0,0
1726,['Papilio'],0,1,0,0,0,0,1,0,0,1,0,1
1727,['Sinopodisma'],0,1,0,0,0,0,1,0,0,0,0,0
1728,['Lilioceris'],0,1,0,0,0,0,1,0,1,0,0,0
1729,['Schizophora'],0,1,0,0,0,0,0,0,0,0,0,0
1730,['Xysticus croceus'],0,1,0,0,0,0,0,0,0,0,0,0
1731,['Paspalum conjugatum'],0,1,1,0,0,0,1,0,0,0,0,0
1732,['Cyperus pilosus'],0,1,0,0,0,0,0,0,0,0,0,0
1733,['Nanocnide japonica'],0,0,0,0,0,0,0,0,0,1,0,0
1734,['Gymnopleurini'],0,0,1,0,0,0,0,0,0,1,0,0
1735,['Thyrocarpus sampsonii'],0,1,0,0,0,0,0,1,0,1,0,0
1736,['Leptocorisa acuta'],0,1,0,0,0,0,1,0,0,0,0,0
1737,['Fascellina chromataria'],0,1,0,0,0,0,1,0,0,0,0,0
1738,['Psychidae'],0,1,0,0,0,0,1,1,0,1,0,1
1739,['Ilema kosemponica'],0,1,0,0,0,0,1,0,0,0,0,0
1740,['Micromus timidus'],0,0,0,0,0,0,1,0,0,0,0,0
1741,['Hydrangea paniculata'],0,0,1,0,0,0,0,0,0,0,1,0
1742,['Conocephalus gigantius'],0,1,0,0,0,0,1,0,0,1,0,0
1743,['Athyma'],0,1,0,0,0,0,0,0,1,0,0,1
1744,['Actinopterygii'],0,1,1,0,0,0,1,0,1,0,0,1
1745,['Trigonotis nankotaizanensis'],0,0,0,1,0,0,0,0,0,0,0,0
1746,['Elaphe taeniura'],0,0,0,0,0,0,0,0,0,1,1,0
1747,['Begonia'],0,1,1,0,0,1,1,0,0,1,1,0
1748,['Geastrum'],0,0,0,0,0,0,1,0,0,1,0,0
1749,['Commelina auriculata'],0,0,0,0,0,0,0,0,0,1,0,0
1750,['Thladiantha nudiflora'],0,0,0,0,0,1,0,0,0,1,0,0
1751,['Diplazium kawakamii'],0,0,1,1,0,0,0,0,0,0,1,0
1752,['Neodermaptera'],0,0,0,0,0,0,0,0,0,1,0,0
1753,['Geophila'],0,0,0,0,0,0,1,0,0,0,0,0
1754,['Nacna malachitis'],0,0,0,0,0,0,0,0,0,0,1,0
1755,['Tanaorhinus formosana'],0,0,0,0,0,0,1,0,0,0,1,0
1756,['Polycanthagyna erythromelas'],0,1,1,0,0,0,1,0,0,0,0,0
1757,['Chlorogomphus suzukii'],0,1,1,0,0,0,0,0,0,0,0,0
1758,['Fukienogomphus prometheus'],0,1,0,0,0,0,0,0,0,1,0,0
1759,['Sinogomphus formosanus'],0,0,0,0,0,0,0,0,0,1,0,0
1760,['Anisogomphus maacki'],0,0,0,0,0,0,0,0,0,1,0,0
1761,['Sarasaeschna lieni'],0,1,0,0,0,0,0,0,0,0,0,0
1762,['Eterusia taiwana'],0,0,0,0,0,0,1,0,0,0,0,0
1763,['Rhus chinensis roxburghii'],0,0,1,0,0,0,1,0,1,1,0,0
1764,['Eriobotrya japonica'],0,0,1,0,0,0,1,0,0,0,0,0
1765,['Musa × paradisiaca'],0,1,1,0,0,0,1,0,0,0,0,0
1766,['Buddleja asiatica'],0,0,1,1,0,0,0,0,0,1,0,0
1767,['Artemisia capillaris'],0,0,1,0,0,0,0,1,0,0,0,0
1768,['Millettieae'],0,0,1,0,0,0,0,0,0,0,0,0
1769,['Moraceae'],0,0,1,0,0,0,0,0,0,0,0,0
1770,['Mussaenda'],0,0,1,0,0,0,0,0,1,0,0,0
1771,['Erigeron'],0,0,1,0,0,0,1,0,0,0,0,0
1772,['Miscanthus floridulus'],0,0,1,0,0,0,1,0,0,0,0,0
1773,['Arenga'],0,0,1,0,0,0,0,0,0,0,0,0
1774,['Anredera cordifolia'],0,1,1,0,0,0,1,1,0,0,0,0
1775,['Eleusine indica'],0,0,1,0,0,0,0,0,0,0,0,0
1776,['Ruellia simplex'],0,1,1,0,0,0,0,0,0,1,0,1
1777,['Murraya paniculata'],0,1,0,0,0,0,1,0,0,0,0,0
1778,['Histia flabellicornis'],0,1,0,0,0,0,1,0,0,0,0,1
1779,['Anotogaster klossi'],0,1,0,0,0,0,1,1,0,1,0,0
1780,['Sieboldius deflexus'],0,1,0,0,0,0,0,0,0,1,0,0
1781,['Mnais tenuis'],0,1,0,0,0,0,0,0,0,0,0,0
1782,['Planaeschna risi'],0,1,1,0,0,0,0,0,0,1,0,0
1783,['Brasenia schreberi'],0,0,1,0,0,0,1,1,0,1,0,0
1784,['Anareolatae'],0,1,0,0,0,0,1,0,0,1,0,1
1785,['Typopeltis crucifer'],0,0,1,0,0,0,1,0,0,1,0,0
1786,['Tamiops maritimus formosanus'],0,0,0,0,0,0,0,0,0,1,0,0
1787,['Papilio castor'],0,0,0,0,0,0,1,0,0,1,0,0
1788,['Fulgoroidea'],0,0,0,0,0,0,1,0,0,1,0,0
1789,['Trigonophorus rothschildi varians'],0,0,0,0,0,1,0,0,0,1,0,0
1790,['Papilio helenus'],0,0,0,0,0,0,1,0,0,1,1,0
1791,['Villa'],0,0,0,0,0,0,0,0,0,1,0,0
1792,['Capsicum annuum'],0,1,0,0,0,0,0,0,0,0,0,0
1793,['Mosla scabra'],0,1,1,0,0,0,1,0,1,0,1,0
1794,['Rhynchospora corymbosa'],0,1,0,0,0,0,0,0,0,0,0,0
1795,['Torenia anagallis'],0,1,0,0,0,0,0,0,0,0,0,0
1796,['Zehneria guamensis'],0,1,0,0,0,0,1,1,1,0,0,0
1797,['Sphagneticola trilobata'],0,1,0,0,0,0,1,0,0,1,0,0
1798,['Paracercion calamorum dyeri'],0,1,0,0,0,0,0,0,0,0,0,0
1799,['Coeliccia cyanomelas'],0,1,1,0,0,0,1,1,0,0,0,0
1800,['Rhyothemis triangularis'],0,1,0,0,0,0,0,0,0,0,0,0
1801,['Euploea tulliolus koxinga'],0,1,0,0,0,0,0,0,0,0,0,0
1802,['Platycentrum'],0,1,0,0,0,0,1,0,0,1,0,0
